ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
316,859729,2086,6,5,427,22,7.2,1,8,93,1.86,6,9,4,No,blue,Yes,2,62,1189.7705,0
318,664090,1450,6,4,650,8.2,7.4,47,0.9,91.2,0.96,1,2,7,No,white,Yes,2,46,1392.1205,1
321,962709,2099,3,3,868,6.2,9.2,1,3.1,90.7,1.4,10,4,4,No,blue,Yes,2,59,203.6705,1
323,757053,2113,2,6,789,12.3,8.5,13,23.3,92.8,1.37,2,1,1,No,white,Yes,2,62,410.7705,1
328,748267,1572,4,6,787,59.7,8.4,1,29.7,92.8,1.7,2,10,10,No,yellow,Yes,2,33,624.5205,0
339,767178,1804,4,7,1814,22.7,7.8,12,8.1,94.9,1.47,1,6,3,No,red,Yes,2,8,1269.5705,0
345,620446,847,2,2,336,33.6,7.8,21,1.5,89.5,1.22,10,1,6,No,blue,Yes,2,47,889.5705,1
348,883188,1331,3,4,936,7.7,8.7,9,2.2,88.7,1.46,7,7,8,No,yellow,Yes,2,31,276.8205,0
354,689091,1116,6,2,870,20.8,9.2,33,26.3,97,1.92,9,10,5,No,blue,Yes,2,61,997.8705,1
367,629038,1492,5,5,364,21.2,6.2,11,9.8,93.4,1.53,5,5,10,No,blue,Yes,2,13,172.3205,0
368,643701,990,1,4,948,13.5,8.3,0,0.5,96.5,1.24,9,10,4,No,red,Yes,3,19,828.7705,1
370,909948,2774,5,6,1410,34.8,7.7,59,1.5,98.1,1.67,4,2,1,No,yellow,Yes,2,31,1206.8705,0
380,758814,1972,2,2,710,28.1,9.6,54,10.8,93,1.5,7,8,2,No,green,Yes,1,13,247.3705,0
383,883269,2030,1,5,210,22.1,8.4,26,6.4,92,0.85,8,1,8,No,green,Yes,1,-1,935.1705,1
387,845410,1661,3,1,879,23,9.1,18,0.5,94.3,1.72,10,1,8,No,red,Yes,1,34,178.9705,0
388,640583,1303,6,4,721,26,7.4,53,1.9,97.4,1.47,6,2,1,No,white,Yes,2,-1,932.3205,0
391,563154,943,5,2,200,51.2,7.1,27,2.6,96.5,1.39,5,10,5,No,blue,Yes,2,11,991.2205,0
393,544445,1066,1,4,557,70.4,9.1,56,0.5,90.7,1.32,8,9,10,No,white,Yes,3,27,1016.8705,0
395,815053,1748,2,3,320,48.9,9.4,2,12.1,91.4,1.41,2,1,8,No,green,Yes,3,23,1418.7205,1
403,727691,1487,1,3,297,44.8,8.7,35,6.6,95.8,1.14,5,5,6,No,green,Yes,2,-6,28.8705,0
404,700908,1637,2,2,200,22.2,9.4,19,4.9,88.6,1.31,1,4,9,No,red,Yes,3,60,1529.8705,0
405,1021304,3233,1,2,1265,23.7,6.3,19,18.4,90.9,1.53,6,7,10,No,white,Yes,2,15,374.6705,1
407,564910,1142,5,3,200,26.7,8.5,71,10.8,98.2,1.26,1,1,5,No,white,Yes,2,51,1302.8205,1
409,976343,2391,2,2,727,28.7,9.1,25,7.7,94.3,0.8,6,6,8,No,green,Yes,1,10,446.8705,0
410,659931,1204,5,6,957,39,6.9,9,16.4,97.2,0.88,6,4,7,No,blue,Yes,1,6,754.6705,0
414,782775,1306,2,5,544,10.5,6.8,1,1.2,91.1,1.69,4,3,7,No,yellow,Yes,2,27,895.2705,1
423,724235,1661,2,1,500,71.1,8.2,6,0.6,94,1.74,3,4,6,No,yellow,Yes,2,59,1394.0205,1
428,626369,1761,2,2,410,24.7,8,7,9.8,92.2,1.75,4,2,5,No,green,Yes,2,52,1307.5705,0
434,687033,1693,6,6,573,23.9,6.5,51,11,92.3,1.11,5,9,6,No,white,Yes,1,49,1362.6705,1
435,731012,1948,4,1,200,28.7,8.9,9,2,96,1.44,2,3,10,No,yellow,Yes,2,62,340.4705,1
436,809249,1582,5,6,200,11.3,9,10,22.4,92.2,0.78,7,1,10,No,red,Yes,2,-4,782.2205,1
438,938522,2403,4,4,1288,13.7,9,54,4.7,93.4,1.5,8,8,1,No,white,Yes,2,11,714.7705,1
439,708431,1545,1,5,671,38,6.6,11,12.1,86.5,1.53,2,9,4,No,yellow,Yes,1,61,679.6205,0
445,899718,1509,1,4,200,17.3,9,17,3.8,83,1.04,3,10,9,No,yellow,Yes,2,59,704.3205,0
448,923539,1658,2,6,869,13.7,7.6,1,2.7,95.7,1.72,4,1,4,No,white,Yes,1,22,1549.8205,0
449,862322,1368,5,7,815,15.8,8.3,12,9.1,91.7,1.62,2,8,5,No,red,Yes,2,5,219.8205,0
460,766278,2123,4,3,609,66.5,7.5,2,6.5,93.9,1.11,4,7,10,No,yellow,Yes,3,48,1378.8205,0
463,817911,2131,5,1,544,28.2,9,37,5,98.5,1.1,2,10,10,No,green,Yes,3,17,121.0205,1
464,841742,1167,6,2,200,22.3,7.2,7,8.8,88.2,1.12,3,2,2,No,red,Yes,2,31,366.1205,1
466,760193,2456,2,6,810,41.7,8.7,25,13,97.9,0.68,2,10,6,No,red,Yes,2,12,1388.3205,0
467,734305,1378,6,2,368,53.4,9.1,3,10.7,92.5,1.37,3,4,6,No,white,Yes,1,21,935.1705,1
478,697519,2993,6,3,1085,49.9,4.4,22,34,95.1,1.82,10,8,5,No,blue,Yes,1,-3,81.1205,1
481,773839,1456,5,2,515,15.9,9.8,24,9.5,90,1.47,1,9,8,No,white,Yes,2,48,604.5705,1
482,972658,3286,2,6,1268,47.2,9,54,1.6,94,1.3,1,5,2,No,white,Yes,2,41,1122.3205,1
485,774252,1485,5,1,312,27.2,6.7,7,4,92.8,1.41,6,3,10,No,blue,Yes,3,10,254.0205,1
486,752154,2432,4,6,843,38,6.4,25,2.5,95.2,1.32,4,2,10,No,green,Yes,1,29,948.4705,1
493,615661,1515,6,2,610,33.9,8.6,18,1.7,96.1,1.32,5,7,8,No,white,Yes,2,62,1472.8705,0
494,1001644,2983,5,5,1498,16.9,9.4,39,3.2,90.3,0.86,3,9,8,No,green,Yes,3,-4,1180.2705,0
499,841885,2374,5,3,747,20.9,8.6,66,8.5,94.8,1.47,2,6,4,No,red,Yes,2,42,1065.3205,1
1,672148,2198,4,5,963,64.1,8.7,25,24.2,91.8,1.39,7,5,3,No,yellow,Yes,3,55,1105.2205,0
13,950966,2181,3,3,529,7.2,7.9,14,0.5,91.3,1.54,7,4,9,No,green,Yes,2,8,1443.4205,1
14,607005,1646,3,2,200,37.8,9.1,15,4.3,82.7,1.55,9,10,2,No,blue,Yes,2,54,945.6205,0
15,695189,1723,3,7,589,13.4,7,14,13.6,87.7,1.21,3,4,8,No,green,Yes,2,11,533.3205,1
16,854389,2019,5,5,1243,24.3,7.8,3,3.9,89.7,1.98,7,7,5,No,green,Yes,1,31,1261.9705,0
34,714509,1305,2,4,200,26.8,8.6,43,0.5,91.3,1.09,7,7,7,No,blue,Yes,3,19,57.3705,0
38,966182,2482,4,4,934,29.3,7.7,26,2.6,92,1.83,3,5,6,No,blue,Yes,2,22,657.7705,0
41,764331,1404,1,1,267,8.7,9.2,8,2.9,89.8,1.05,1,8,10,No,green,Yes,2,57,406.9705,0
43,669625,1668,3,7,680,42.1,7.2,58,5.1,89.7,1.35,1,5,4,No,green,Yes,2,5,1181.2205,1
45,1331664,4209,5,2,1538,2.8,9.7,34,3.8,95.7,0.91,4,9,2,No,white,Yes,1,29,1415.8705,1
71,767510,1824,2,5,986,20.5,7.4,5,11.5,92.9,1.6,4,10,10,No,green,Yes,3,4,140.0205,1
72,733356,1084,2,5,291,21.2,7.9,18,12.3,99,1.41,8,10,10,No,green,Yes,3,45,1144.1705,0
78,782938,2552,3,2,1057,52.8,5,35,13.1,94.5,1.39,10,6,9,No,yellow,Yes,3,43,1363.6205,1
81,810117,2050,1,2,672,2.6,9.8,100,3,97.8,1.14,1,8,2,No,green,Yes,2,62,421.2205,0
85,886405,2642,4,5,1119,28.1,6.3,29,0.8,90.9,1.45,6,7,8,No,white,Yes,2,0,1484.2705,0
86,762413,1446,2,2,885,10.7,8.9,9,9.4,91.2,1.52,3,5,3,No,green,Yes,1,25,1400.6705,0
94,800651,1837,4,5,1097,69.6,7.5,0,1.1,99,2,5,5,10,No,red,Yes,2,14,378.4705,1
104,818301,1187,1,5,451,19.5,8.4,7,4.4,91.4,1.29,2,8,5,No,yellow,Yes,2,44,406.0205,1
110,1253089,2812,4,4,722,11.8,9.9,10,0.5,93.4,1.91,8,5,2,No,blue,Yes,3,18,698.6205,0
116,984270,2274,1,1,807,12.4,8,39,9.7,94.9,1.87,3,4,10,No,blue,Yes,1,5,751.8205,1
134,825885,2007,5,3,831,6.5,6.5,7,7.4,90.5,1.29,9,5,3,No,blue,Yes,1,30,1470.0205,0
135,1024066,3263,1,3,1484,21.4,7.7,5,3.9,90.3,1.19,8,7,6,No,white,Yes,2,34,142.8705,1
136,1062410,2619,6,4,980,45.9,8.9,9,0.9,99,1.16,1,4,4,No,red,Yes,1,10,252.1205,1
138,864968,2502,4,2,788,51,7.2,0,9.2,93.3,2.31,7,3,8,No,white,Yes,1,52,371.8205,0
139,460359,1254,2,5,366,25.4,5.4,56,9.1,88.1,1.18,6,8,10,No,yellow,Yes,2,19,1282.8705,0
140,736882,2069,4,2,937,15.1,9.6,37,8.1,93.6,1.61,4,8,4,No,green,Yes,3,15,1475.7205,1
144,796917,1433,4,4,200,32.5,9.6,2,9.4,97.5,1.43,7,2,6,No,blue,Yes,2,28,172.3205,1
149,802796,1810,2,6,706,16.5,8.6,11,2.4,95.4,2.02,7,1,6,No,blue,Yes,2,3,1437.7205,0
151,654387,1310,3,6,980,8.6,9.2,63,11.4,93,1.29,5,5,7,No,white,Yes,3,22,1352.2205,1
163,835271,2218,2,6,1318,53.4,8.1,16,12.1,92.5,1.57,6,10,7,No,green,Yes,3,39,978.8705,1
164,649296,1292,6,6,232,18,7.4,35,0.6,93.3,1.46,8,5,8,No,red,Yes,3,0,1444.3705,0
166,601069,1115,5,2,200,27.7,8.4,43,3.1,90.6,0.5,5,2,4,No,green,Yes,1,59,7.0205,1
170,694417,2241,4,2,200,25.3,6.6,3,4.7,94.8,1.51,6,1,3,No,white,Yes,2,33,118.1705,0
172,856787,2207,2,6,775,20.6,8.4,47,10.6,95.5,0.98,5,4,5,No,red,Yes,3,50,1219.2205,0
175,705596,1265,2,2,200,2.7,7,2,1.9,88.9,1.18,8,2,7,No,red,Yes,1,41,1342.7205,1
177,841001,2034,2,4,718,27.1,8,1,0.5,93.2,1.09,8,9,10,No,green,Yes,1,53,1209.7205,0
183,760562,1604,2,6,1245,29,8.7,63,0.9,95.1,1.59,9,1,10,No,red,Yes,2,39,1326.5705,1
185,793764,2024,4,6,1122,54.9,8.3,49,1,97.3,1.4,7,3,8,No,red,Yes,3,26,1351.2705,0
189,888078,2346,3,5,715,33.1,9.1,23,1,94.1,1.25,7,10,10,No,yellow,Yes,2,46,813.5705,1
190,1011062,2230,2,2,1238,9.7,6.9,7,3,92.1,1.49,3,5,2,No,green,Yes,1,18,501.9705,1
194,646026,1717,2,1,437,13,6.8,11,12.2,92.2,1.08,10,7,10,No,yellow,Yes,1,34,172.3205,1
197,1015354,2628,5,6,699,20.4,9.1,21,17.2,91.7,2.04,3,10,1,No,yellow,Yes,3,5,1502.3205,0
199,828533,2238,1,7,933,36.2,8.9,50,1.3,93.3,1.68,6,10,6,No,red,Yes,2,28,1114.7205,0
205,780426,1964,4,4,867,23.3,7.8,6,7.5,87.6,1.25,5,9,5,No,blue,Yes,1,19,1390.2205,1
213,720363,2144,3,2,1150,61.8,8.3,63,2.4,97.2,1.64,2,4,7,No,white,Yes,2,-3,164.7205,1
214,570624,1103,4,6,489,28.5,6.6,17,3,91.4,1.59,9,2,1,No,white,Yes,1,52,1070.0705,0
218,957341,2454,3,7,602,6.1,6.2,15,5.1,89,0.78,10,6,6,No,green,Yes,2,33,1236.3205,0
222,703271,1508,3,6,200,47.2,9.1,23,10.5,91.7,0.55,2,7,5,No,blue,Yes,1,-2,109.6205,0
223,700914,1243,3,2,309,9.3,8.3,36,14.4,89.5,1.66,2,3,3,No,yellow,Yes,1,33,764.1705,1
225,1204116,3578,5,2,1754,6.3,7.6,6,5.2,96.7,1.36,3,5,8,No,yellow,Yes,3,44,832.5705,0
229,578224,1388,5,6,311,51.3,6.7,26,12.6,99,1.15,10,2,4,No,white,Yes,3,-5,851.5705,1
236,828111,1495,6,4,483,25.2,8.5,6,4.4,95.3,1.52,5,8,7,No,yellow,Yes,2,15,781.2705,0
239,1114706,3101,2,4,656,20.8,9.1,27,13.4,97.3,1.41,9,8,8,No,red,Yes,2,29,1436.7705,1
240,771033,2427,6,4,897,56.7,9.1,19,18.7,90.3,2.23,5,4,7,No,white,Yes,2,12,344.2705,1
244,952847,2188,4,4,725,3.5,9,23,2.4,97.3,1.36,7,7,7,No,green,Yes,2,5,274.9205,1
245,395255,743,3,2,566,37.6,8.1,48,4.7,93.6,0.77,1,6,3,No,yellow,Yes,1,39,168.5205,0
263,787679,2462,5,6,254,24.5,7.3,6,3.1,91.8,1.16,7,5,5,No,yellow,Yes,3,54,1448.1705,0
266,864842,2399,6,3,1094,32.3,6.7,3,2.8,93.7,1.2,6,10,10,No,yellow,Yes,2,25,356.6205,1
268,859931,2111,4,1,375,30.2,9.3,18,9.7,90.9,1.45,5,2,9,No,blue,Yes,1,18,998.8205,1
275,724509,1516,2,5,987,14.2,8.5,7,9.3,95.9,1.22,3,8,3,No,white,Yes,2,50,1401.6205,0
278,823030,1654,6,3,554,20.3,8.8,40,13.5,89.8,1.03,10,6,10,No,yellow,Yes,2,61,1147.9705,1
279,923057,1762,2,3,495,61.2,9.4,7,2.1,93.9,1.42,2,5,5,No,green,Yes,2,1,1092.8705,0
285,710439,1518,5,2,200,29.5,5,4,1.4,91.5,1.59,7,8,7,No,white,Yes,3,13,821.1705,0
287,608631,1375,5,4,252,19.5,8.6,12,3.2,93.3,1.68,8,1,10,No,blue,Yes,2,14,36.4705,0
289,752522,1534,3,6,1098,26.8,8.4,22,8.5,90.9,1.7,6,6,2,No,yellow,Yes,1,15,1008.3205,0
291,787857,2217,3,3,233,1.5,6.8,29,0.5,89.7,1.83,5,9,2,No,blue,Yes,3,62,862.9705,0
292,784337,1481,2,6,1045,48.6,8.8,13,3.7,87.7,1.88,9,2,9,No,red,Yes,3,61,920.9205,0
295,793828,1780,6,6,1086,21.2,7.9,34,26.8,99,1.3,7,2,2,No,green,Yes,3,47,1338.9205,1
302,1255965,4500,4,3,1587,22.8,9,11,11.3,95.6,0.76,5,4,10,No,green,Yes,1,44,1428.2205,1
307,949972,1750,2,6,200,3.2,9.4,31,4,91.8,1.18,9,7,2,No,yellow,Yes,2,14,1540.3205,1
314,789600,1609,6,6,1112,20.9,7.1,3,0.8,93.9,1.09,8,5,9,No,red,Yes,3,55,235.0205,0
317,770482,2131,6,6,1057,36.4,7.3,81,3.7,91.9,1.41,10,2,6,No,green,Yes,1,37,70.6705,0
320,571180,917,5,6,553,15.1,9.8,23,4.3,86.8,1.53,3,4,2,No,green,Yes,3,10,166.6205,0
325,796077,1767,1,2,227,27.5,9.5,24,1.9,92.1,1.24,7,2,8,No,blue,Yes,2,23,893.3705,1
326,932069,3268,5,5,1431,7.9,9.1,8,39.7,92.9,1.17,2,7,2,No,red,Yes,1,31,1068.1705,0
327,1063046,2785,1,6,1563,30.9,8.8,35,6.8,92.4,1.33,4,4,6,No,blue,Yes,2,0,1351.2705,0
329,967552,2511,5,1,593,6,6.6,51,2.5,98,0.57,6,3,7,No,green,Yes,2,32,1030.1705,0
335,764947,1653,3,3,200,8.7,8.6,8,3.2,88.4,0.95,3,8,2,No,red,Yes,1,34,40.2705,0
344,574496,1196,5,2,234,52.3,8.4,53,18.2,97,1.19,5,8,2,No,white,Yes,2,60,982.6705,0
350,582959,1490,5,5,447,46.1,6.8,21,12.8,87,1.18,9,5,2,No,green,Yes,1,14,1083.3705,0
355,736986,2757,3,2,768,8.1,6.9,52,22,90.2,1.33,8,10,9,No,red,Yes,2,43,629.2705,1
363,707155,1224,2,6,647,10.6,6.6,10,13.6,90.5,1.85,10,2,1,No,green,Yes,1,5,682.4705,0
365,875847,2077,4,3,666,28.6,7.7,25,3.6,91.2,0.99,7,5,2,No,yellow,Yes,3,33,1140.3705,1
368,813934,1320,4,6,200,8.6,9.4,46,3.3,96,1.19,4,3,10,No,green,Yes,1,39,1457.6705,0
373,605313,867,6,2,446,11,8.9,58,1.8,95.5,1.7,8,5,8,No,red,Yes,3,53,1285.7205,1
379,645058,1994,6,6,803,44.3,5.8,19,14.1,94.7,1.44,5,9,6,No,white,Yes,3,62,1150.8205,1
381,565720,822,6,2,317,48.9,8.3,1,8.6,96.7,0.9,9,8,4,No,white,Yes,2,21,95.3705,1
384,864337,2113,4,5,768,13,5.7,11,2.3,94.4,1.29,7,7,2,No,green,Yes,2,58,841.1205,0
386,818326,1511,2,1,795,11,9.5,20,23.6,92.9,1.19,7,8,8,No,green,Yes,2,2,1336.0705,1
388,962145,2926,4,4,902,18.8,8,32,13.9,95.9,1.51,9,1,10,No,green,Yes,2,58,1231.5705,0
390,932735,2058,3,2,470,39.2,8,1,4,93.1,1.35,8,10,2,No,white,Yes,2,34,1374.0705,0
393,882390,2355,6,4,505,13.5,7.6,34,16.1,92.2,1.63,9,4,7,No,yellow,Yes,1,10,819.2705,0
400,737079,1990,1,5,1060,53.8,7.7,71,3,94.7,1.09,8,5,9,No,blue,Yes,2,11,545.6705,0
416,1095031,3438,4,4,1294,23.6,8.7,15,2.5,92.5,2.1,1,8,5,No,red,Yes,2,48,27.9205,0
421,608931,1400,4,1,740,33.5,8.6,22,11.3,92.5,1.19,10,10,1,No,yellow,Yes,1,1,1380.7205,1
426,833524,1966,2,1,714,62.7,7.4,1,0.5,98.8,1.27,3,7,1,No,blue,Yes,3,47,744.2205,0
429,956912,3127,3,6,881,24.3,7.3,66,2,92.3,2.1,2,5,8,No,red,Yes,2,46,890.5205,0
433,638252,1319,3,2,322,34.8,8.7,9,5.1,88,1.73,4,10,5,No,blue,Yes,1,53,1087.1705,1
439,640978,1014,6,2,200,40.4,8.6,58,11.4,93.2,1.49,6,4,10,No,red,Yes,2,31,1105.2205,1
442,819083,1529,1,7,812,25.6,8.6,18,3.1,93.7,0.88,2,3,3,No,white,Yes,2,60,450.6705,1
446,781956,1205,2,6,437,26.2,8.2,0,0.7,86.6,0.91,5,6,4,No,red,Yes,3,47,1354.1205,0
448,700589,700,4,6,200,42.3,9.2,2,11.6,95.5,1.44,2,6,4,No,green,Yes,3,34,1007.3705,1
450,524004,1017,4,7,200,44.2,8,33,0.5,89.3,1.25,7,5,3,No,green,Yes,2,43,420.2705,0
461,621800,1349,6,4,478,32.1,8,8,19.7,95.6,1.41,9,4,6,No,blue,Yes,1,52,125.7705,0
466,859110,1644,5,5,592,10.9,9.2,43,1.1,89.8,1.22,5,9,9,No,red,Yes,3,54,341.4205,0
480,951291,1930,5,3,1458,12.7,8.9,3,3.4,88.6,2,4,8,8,No,red,Yes,2,8,166.6205,0
482,938455,2810,4,1,884,62,7.8,13,7.5,93.8,1.17,5,9,6,No,yellow,Yes,2,24,800.2705,1
483,724504,2326,2,6,200,44.2,5.1,27,7.5,90.3,1.16,9,2,3,No,blue,Yes,3,16,424.0705,1
487,811055,1724,4,4,630,4,8.9,13,4.9,87.5,1.36,7,8,2,No,green,Yes,2,-3,94.4205,0
490,1265421,4187,5,4,2065,20.1,5.9,8,3,98.3,1.45,9,9,1,No,blue,Yes,2,21,889.5705,1
500,738360,1705,5,6,266,3.1,8.5,10,16.3,91.8,0.97,3,10,6,No,blue,Yes,2,22,1374.0705,0
2,696719,1332,6,6,200,13.5,9.6,1,1.3,95.8,1.87,1,9,6,No,red,Yes,1,39,469.6705,0
6,666661,1128,4,3,458,24.1,8.3,2,0.5,84.5,1.57,10,2,2,No,white,Yes,2,35,136.2205,0
7,804094,2134,3,5,961,53.9,7.1,17,8.2,92.7,2.06,8,4,4,No,red,Yes,1,12,817.3705,0
8,592829,1047,4,4,354,75.8,7.8,3,1.1,91.3,1.19,4,6,1,No,red,Yes,3,16,400.3205,1
12,948798,2863,2,7,1278,39.3,6,11,1.9,91.4,1.45,1,10,5,No,white,Yes,2,17,368.0205,1
15,631950,1467,2,3,520,46.6,7.5,13,1.7,86,1.48,9,2,4,No,white,Yes,3,38,792.6705,1
16,875917,2589,4,5,724,21.1,9.1,3,7.9,88.4,1.41,8,10,9,No,blue,Yes,2,47,1299.0205,1
17,758336,1058,3,3,587,37.6,9.4,4,37.9,88.9,1.52,1,2,6,No,blue,Yes,3,31,1444.3705,1
33,779504,2110,6,3,695,26.9,6.2,100,2,98,1.37,2,8,5,No,blue,Yes,1,36,702.4205,1
35,915992,1838,5,1,1100,16,8.9,37,1.1,94.7,0.59,2,6,8,No,white,Yes,2,22,97.2705,1
42,911852,1902,2,1,630,4.2,9.3,8,1.5,93.1,1.3,10,8,9,No,green,Yes,1,34,997.8705,0
50,813831,2737,3,4,796,53.8,9.8,42,18.7,96.1,2.07,5,4,1,No,green,Yes,2,18,1301.8705,1
56,610681,1334,5,6,551,20.7,6.4,6,3.3,86.7,1.68,10,10,4,No,green,Yes,3,56,545.6705,1
58,889241,1933,4,6,1235,7.7,9.7,18,2.4,89.6,1.57,4,9,3,No,blue,Yes,3,18,1244.8705,1
64,729342,1496,5,4,600,23.4,8.6,4,17.2,92.8,1.56,7,9,10,No,white,Yes,2,52,1493.7705,1
78,667399,2184,3,2,918,54.1,7.5,13,40,86.3,0.72,5,1,7,No,red,Yes,1,24,1232.5205,0
81,990606,2740,6,5,1400,18.9,4.2,4,12.3,91.3,1.18,7,7,4,No,red,Yes,3,51,1486.1705,0
85,722971,1687,1,6,309,32.4,8.8,10,1.7,94,1.11,9,3,4,No,white,Yes,2,20,465.8705,1
86,940339,2006,5,1,1248,10.4,9.5,1,26.6,81.2,1.5,7,3,9,No,white,Yes,1,42,351.8705,1
87,671781,1765,3,2,894,37.7,7.4,22,25.6,93.1,0.79,9,7,10,No,blue,Yes,2,52,536.1705,1
90,739929,1893,1,4,200,35.7,6.4,23,2.3,94.7,1.34,8,8,7,No,green,Yes,3,28,1173.6205,1
98,847761,2208,2,1,562,26.6,5.7,15,3.5,97.1,1.09,9,3,9,No,green,Yes,3,62,132.4205,1
100,890263,2205,5,1,829,15,8.6,12,9.6,95.3,1.23,1,3,4,No,red,Yes,1,12,818.3205,0
101,663968,1405,5,7,200,5.7,9.2,33,11.2,96.4,1.28,1,1,6,No,green,Yes,2,8,1124.2205,0
103,1217534,3206,6,2,1070,14.3,8.2,5,0.5,90.9,1.36,8,3,9,No,red,Yes,1,2,1071.0205,1
108,821119,2199,4,2,1476,25.3,7.4,30,12.2,95.9,1.42,3,9,9,No,yellow,Yes,3,6,659.6705,0
113,778507,1620,4,1,407,9.3,6.6,19,4.2,88,0.96,6,3,8,No,white,Yes,1,29,957.0205,1
115,809754,2063,3,4,607,36.3,7,41,1.3,91,1.95,7,3,8,No,white,Yes,3,19,144.7705,1
116,689413,1966,4,1,940,57,8.7,46,6.5,90.3,1.42,9,2,10,No,blue,Yes,2,12,940.8705,0
119,856895,2598,5,3,644,49,8.2,35,5.7,88.8,1.06,10,2,4,No,green,Yes,1,12,307.2205,1
133,494583,982,6,5,200,24,7.6,10,7.6,94.8,1.77,5,8,1,No,yellow,Yes,2,1,850.6205,1
134,951512,3037,4,7,1192,17.1,7.2,6,16.7,91.3,1.03,10,2,7,No,red,Yes,1,30,1248.6705,1
136,760490,2102,5,5,888,49.3,8.9,16,0.8,93.8,1.65,7,8,7,No,green,Yes,3,-5,1402.5705,0
137,881284,2511,2,7,864,51,8.3,6,5,90.6,1.53,3,6,10,No,red,Yes,2,26,1491.8705,1
148,698393,1403,4,3,776,5.4,4.7,24,8,92,1.12,4,6,7,No,green,Yes,2,61,715.7205,1
150,583663,1315,4,5,200,22.2,6.3,37,6.4,96.7,1.01,7,4,1,No,white,Yes,3,39,369.9205,0
152,616477,1582,3,2,462,37.3,7.7,6,5.9,96.9,1.77,6,4,2,No,red,Yes,1,32,899.0705,1
153,645751,700,1,6,657,24.9,6.4,1,0.5,92.4,0.61,9,6,10,No,green,Yes,1,-3,605.5205,1
154,609512,1579,5,2,200,50.4,9,10,4.5,82.5,1.65,5,5,2,No,white,Yes,2,43,1275.2705,0
157,749582,1167,1,5,446,55.1,9.2,9,2.4,93.2,1.73,3,3,4,No,yellow,Yes,3,11,764.1705,0
165,738625,1202,3,2,966,23.2,8.6,24,8.4,91.4,1.12,6,3,3,No,red,Yes,1,11,1413.9705,0
168,657078,1902,5,7,636,58.4,8.8,14,12.6,93.2,1.21,10,9,9,No,blue,Yes,1,18,1183.1205,1
176,836657,1383,6,3,369,35.1,9.7,6,4.6,94,1.48,10,5,8,No,red,Yes,1,13,779.3705,1
183,705798,1223,3,3,391,44.6,8.9,15,3.9,88.3,1.54,8,4,6,No,yellow,Yes,3,19,118.1705,0
186,896308,2868,4,2,1677,20.4,8.1,34,17.8,98.8,1.14,10,8,3,No,red,Yes,2,15,1280.9705,0
192,975784,2310,3,1,1184,17.7,5.8,5,1,93.8,2.16,6,1,4,No,green,Yes,2,37,70.6705,1
196,389723,932,4,3,503,18,8,42,25.1,99,0.77,8,7,3,No,red,Yes,2,-4,1299.0205,1
200,812517,2098,2,6,740,38.8,8.5,19,22.9,94.9,0.91,3,8,3,No,yellow,Yes,2,17,400.3205,0
205,542447,1290,3,5,970,50.7,7.7,52,5.5,91.6,1.49,10,7,1,No,green,Yes,1,39,1208.7705,1
207,684093,1373,5,3,772,37.9,8.2,100,6.3,87.4,1.07,1,9,8,No,green,Yes,1,37,445.9205,1
222,787171,2346,6,5,761,49.6,5.9,23,2.7,88.3,1.96,9,7,5,No,green,Yes,2,20,432.6205,0
223,1015017,2908,3,2,1348,19.6,8.9,16,8.4,86.4,1.03,7,3,8,No,green,Yes,2,49,13.6705,1
230,825824,1776,3,1,369,29.4,8.3,18,0.5,98.6,1.18,2,3,9,No,white,Yes,3,38,1120.4205,1
237,1024360,2561,1,5,1702,24.2,9.1,25,1,95.3,2.05,5,3,1,No,green,Yes,2,23,643.5205,1
241,780991,1808,4,3,252,42.6,8.4,4,10,91.6,1.43,3,5,9,No,red,Yes,3,45,1358.8705,1
244,1043773,2607,4,5,1235,37.9,9.2,26,2.2,92.5,1.48,7,5,2,No,green,Yes,2,47,1450.0705,0
247,814980,2101,5,7,823,9.6,6.1,34,2.6,97.3,1.04,1,3,9,No,red,Yes,1,-1,939.9205,1
252,772510,1998,4,5,245,15.4,8.9,6,6.2,94.4,1.82,5,9,4,No,blue,Yes,2,-3,1454.8205,0
260,947890,2976,4,6,1291,33.3,9.4,9,0.5,87.5,1.14,3,10,5,No,blue,Yes,3,-2,1357.9205,0
261,539754,1656,2,5,200,21.2,8.4,37,40,88.9,1.34,8,7,10,No,yellow,Yes,1,54,756.5705,0
262,861254,1829,2,4,609,2.1,7,4,5.9,83.9,1.59,3,3,6,No,blue,Yes,1,33,1053.9205,0
264,911485,2714,2,3,757,9.9,6.6,10,3.5,94,0.91,4,1,6,No,white,Yes,2,46,1075.7705,0
274,1024530,2317,2,3,395,8.3,9.3,5,1.6,95.8,1.04,5,4,10,No,green,Yes,1,55,614.0705,1
280,779272,2185,5,4,343,30.4,8.1,10,1.7,87.2,1.37,1,9,8,No,yellow,Yes,2,4,306.2705,1
282,592965,1819,5,6,472,63.9,6.6,45,10.9,94.1,1.82,1,2,1,No,red,Yes,1,53,118.1705,1
