,Price_capped,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
1570,817996.0,2535.0,545.0,21.2,72.0,3.5,99.0,0.5,2.0,0,1
1571,699973.0,1355.0,500.0,39.2,4.0,1.1,89.5,0.87,2.0,0,1
1572,740066.0,2227.0,386.0,15.6,46.0,23.55,94.3,1.95,2.0,0,1
1573,886776.0,1795.0,750.0,12.5,7.0,2.9,91.7,1.13,2.0,0,1
1574,1073303.0,2843.0,1154.0,1.2,21.0,5.2,98.3,1.07,2.0,0,1
1575,1096386.0,2855.0,785.0,14.6,11.0,1.0,93.8,1.31,2.0,0,1
1576,783849.0,1729.0,200.0,37.9,0.0,7.1,95.2,1.45,2.0,0,1
1577,778680.0,1854.0,245.0,21.8,11.0,23.55,93.5,1.1,2.0,0,1
1578,768309.0,1772.0,543.0,11.4,33.0,4.0,96.8,1.83,2.0,0,1
1579,706256.0,1302.0,859.0,54.6,50.0,5.2,95.6,0.93,2.0,0,1
1580,748767.0,1712.0,870.0,26.6,11.0,5.6,95.9,1.51,2.0,0,1
1581,948257.0,2810.0,1307.0,52.2,34.0,17.6,92.4,1.17,1.0,0,1
1582,757865.0,1399.0,200.0,16.6,8.0,3.0,97.8,1.6,2.0,0,1
1583,687201.0,1121.0,212.0,17.2,16.0,3.7,84.5,1.5,2.0,0,1
1584,598057.0,870.0,557.0,57.0,2.0,0.5,83.54999999999998,1.07,2.0,0,1
1585,639049.0,900.0,200.0,7.6,6.0,0.5,92.2,1.54,1.0,0,1
1586,661620.0,1504.0,327.0,25.4,3.0,16.2,94.3,0.76,1.0,0,1
1587,860117.0,1644.0,200.0,23.1,14.0,5.4,87.4,1.16,2.0,0,1
1588,856850.0,2644.0,1051.0,10.6,24.0,6.7,90.1,1.16,2.0,0,1
1589,794402.0,1841.0,1047.0,37.5,11.0,11.6,95.1,1.73,2.0,0,1
1590,1052424.0,3566.625,1404.0,36.2,56.0,8.3,86.8,0.89,1.0,0,1
1591,704471.0,1088.0,614.0,28.3,25.0,7.7,94.0,1.8,2.0,0,1
1592,760267.0,1722.0,210.0,40.2,39.0,2.5,94.3,0.86,2.0,0,1
1593,845512.0,2417.0,879.0,39.0,42.0,13.6,95.3,1.34,2.0,0,1
1594,923440.0,2344.0,1094.0,38.4,15.0,3.5,96.2,1.37,2.0,0,1
1595,705787.0,1312.0,465.0,39.6,11.0,13.5,99.0,1.72,2.0,0,1
1596,623690.0,2389.0,609.0,26.9,37.0,23.55,94.3,0.84,2.0,0,1
1597,789628.0,2004.0,708.0,52.4,7.0,6.4,95.2,1.39,2.0,0,1
1598,844162.0,1918.0,1028.0,14.3,2.0,8.1,95.7,0.67,2.0,0,1
1599,740926.0,1739.0,877.0,12.2,13.0,2.0,99.0,1.96,2.0,0,1
1600,690798.0,1419.0,922.0,44.5,38.0,3.6,97.4,1.3,1.0,0,1
1601,713644.0,1148.0,200.0,9.9,31.0,8.2,98.3,1.23,2.0,0,1
1602,694562.0,1661.0,457.0,31.0,22.0,6.1,92.6,1.21,2.0,0,1
1603,840270.0,1889.0,375.0,27.8,12.0,11.4,97.8,1.62,2.0,0,1
1604,654945.0,1354.0,621.0,30.3,60.0,7.5,93.6,1.44,2.0,0,1
1605,1071234.0,3044.0,1060.0,5.6,5.0,3.6,84.6,1.83,2.0,0,1
1606,573246.0,1444.0,276.0,7.4,20.0,17.1,93.4,1.84,2.0,0,1
1607,454906.0,1072.0,200.0,32.0,61.0,8.7,96.8,1.39,1.0,0,1
1608,556094.0,1606.0,330.0,26.8,29.0,2.7,88.3,1.63,2.0,0,1
1609,898938.0,2148.0,787.0,32.9,10.0,1.7,95.3,1.62,2.0,0,1
1610,760691.0,1315.0,625.0,21.8,5.0,0.5,93.5,1.5,2.0,0,1
1611,601448.0,1225.0,342.0,28.6,32.0,9.3,95.8,1.54,2.0,0,1
1612,672107.0,1062.0,669.0,29.9,16.0,1.9,92.4,2.25,2.0,0,1
1613,611818.0,1575.0,200.0,25.4,26.0,8.5,99.0,0.98,2.0,0,1
1614,648858.0,1154.0,676.0,45.5,59.0,10.8,95.0,1.09,2.0,0,1
1615,775687.0,1697.0,800.0,54.6,4.0,2.7,99.0,1.07,1.0,0,1
1616,675290.0,2389.0,1373.0,60.0,11.0,23.55,94.1,1.21,2.0,0,1
1617,1004549.0,2233.0,717.0,4.0,0.0,0.5,98.9,1.31,2.0,0,1
1618,553990.0,1320.0,200.0,35.8,18.0,8.7,97.4,1.88,1.0,0,1
1619,1066307.0,3566.625,1413.0,14.6,60.0,22.8,92.9,2.01,2.0,0,1
1620,848061.0,2072.0,818.0,48.2,12.0,3.3,94.5,1.63,2.0,0,1
1621,657424.0,1311.0,550.0,24.5,74.5,21.6,91.9,1.0,2.0,0,1
1622,815267.0,2722.0,1081.0,49.1,45.0,4.9,99.0,1.74,2.0,0,1
1623,858115.0,1588.0,501.0,2.8,2.0,0.6,89.1,1.71,2.0,0,1
1624,598032.0,1114.0,845.0,46.1,9.0,5.7,92.7,1.13,2.0,0,1
1625,901200.0,2964.0,1325.0,45.1,15.0,23.55,88.1,1.34,2.0,0,1
1626,1141416.0,3255.0,972.0,28.4,9.0,6.6,95.2,1.01,2.0,0,1
1627,932043.0,1987.0,1080.0,15.3,9.0,6.2,91.4,1.64,2.0,0,1
1628,813629.0,1290.0,844.0,17.7,1.0,1.8,94.0,1.43,2.0,0,1
1629,608263.0,706.0,200.0,52.5,3.0,3.1,84.9,1.37,2.0,0,1
1630,755930.0,1582.0,430.0,16.9,8.0,8.7,98.3,1.13,2.0,0,1
1631,529379.0,1036.0,316.0,41.5,2.0,11.7,89.2,1.02,2.0,0,1
1632,709783.0,1352.0,470.0,29.4,63.0,3.2,96.2,1.97,2.0,0,1
1633,1097272.0,2698.0,1053.0,24.5,5.0,0.5,90.3,1.1,2.0,0,1
1634,942840.0,2069.0,200.0,35.4,10.0,4.4,91.4,1.25,2.0,0,1
1635,843014.0,1632.0,893.0,24.7,13.0,2.6,97.5,1.64,2.0,0,1
1636,566559.0,1102.0,200.0,19.9,74.5,2.4,93.4,1.32,2.0,0,1
1637,873936.0,2288.0,200.0,46.0,16.0,1.5,86.9,0.89,2.0,0,1
1638,1018989.0,2940.0,976.0,13.0,18.0,17.3,97.6,1.2,2.0,0,1
1639,671318.0,1682.0,586.0,54.7,17.0,9.2,94.1,0.94,1.0,0,1
1640,700902.0,1786.0,1299.0,63.8,17.0,5.1,94.6,1.86,2.0,0,1
1641,659194.0,1134.0,1027.0,34.0,24.0,1.3,94.7,1.62,2.0,0,1
1642,700385.0,1627.0,553.0,36.1,11.0,2.3,94.2,1.95,2.0,0,1
1643,842506.0,1961.0,782.0,4.0,10.0,10.2,86.0,1.31,2.0,0,1
1644,1050927.0,3145.0,630.0,11.1,1.0,6.3,93.3,1.37,2.0,0,1
1645,1116703.0,2970.0,932.0,29.7,6.0,0.5,96.4,1.24,2.0,0,1
1646,928880.0,3011.0,821.0,37.4,16.0,14.9,92.1,1.42,2.0,0,1
1647,788519.0,1448.0,960.0,21.2,11.0,10.4,93.8,0.99,2.0,0,1
1648,798336.0,1509.0,670.0,14.0,18.0,1.8,93.5,1.05,2.0,0,1
1649,682475.0,970.0,709.0,16.0,4.0,2.7,87.9,1.04,2.0,0,1
1650,942767.0,2477.0,1617.0,11.0,9.0,13.1,91.6,1.83,2.0,0,1
1651,966576.0,2086.0,1234.0,12.0,24.0,1.3,94.6,1.76,2.0,0,1
1652,819901.0,2355.0,554.0,25.9,3.0,17.0,98.1,1.79,2.0,0,1
1653,652598.0,1799.0,857.0,37.0,5.0,23.55,94.1,1.08,2.0,0,1
1654,649040.0,878.0,1169.0,37.7,16.0,10.5,90.9,1.76,2.0,0,1
1655,767831.0,2112.0,555.0,24.2,48.0,13.4,98.0,1.07,2.0,0,1
1656,841614.0,1568.0,200.0,22.3,6.0,8.8,94.2,1.49,2.0,0,1
1657,608156.0,1566.0,248.0,50.3,74.5,11.4,92.6,1.57,2.0,0,1
1658,644951.0,1225.0,498.0,24.0,16.0,9.7,96.2,0.97,1.0,0,1
1659,659334.0,1335.0,276.0,5.6,46.0,3.1,92.9,1.06,2.0,0,1
1660,727375.0,1424.0,771.0,32.6,6.0,4.3,97.2,1.13,2.0,0,1
1661,1096548.0,3378.0,1197.0,12.4,7.0,3.6,98.4,0.84,2.0,0,1
1662,728867.0,1297.0,285.0,18.0,1.0,3.5,95.1,1.51,1.0,0,1
1663,859804.0,1970.0,699.0,33.9,22.0,1.3,95.2,1.97,2.0,0,1
1664,838379.0,2026.0,844.0,43.0,49.0,7.3,98.4,1.48,2.0,0,1
1665,831145.0,1999.0,442.0,26.7,6.0,10.0,91.6,1.67,2.0,0,1
1666,906471.0,2060.0,1139.0,35.0,12.0,3.7,93.1,1.36,2.0,0,1
1667,870288.0,2302.0,1340.0,13.6,7.0,3.6,94.9,1.14,2.0,0,1
1668,817087.0,1426.0,582.0,28.4,3.0,0.8,91.1,1.01,2.0,0,1
1669,789434.0,2498.0,616.0,22.4,74.5,6.7,95.5,1.48,2.0,0,1
1670,711233.0,1819.0,512.0,46.7,48.0,5.1,90.0,1.69,2.0,0,1
1671,591820.0,1315.0,200.0,33.2,74.5,8.7,96.5,1.12,2.0,0,1
1672,779661.0,1810.0,1027.0,27.9,15.0,7.2,90.9,1.4,2.0,0,1
1673,1105264.0,2124.0,1018.0,10.6,23.0,3.9,86.2,1.75,2.0,0,1
1674,596179.0,1407.0,200.0,9.2,7.0,23.55,95.1,1.49,2.0,0,1
1675,884736.0,2160.0,655.0,45.2,1.0,3.3,98.5,1.79,2.0,0,1
1676,682233.0,1650.0,259.0,42.3,11.0,3.5,92.1,1.24,2.0,0,1
1677,621485.0,1558.0,200.0,37.2,14.0,15.5,93.8,1.47,2.0,0,1
1678,1025378.0,2974.0,1090.0,11.0,10.0,5.9,92.2,1.24,2.0,0,1
1679,854251.0,1989.0,466.0,26.8,25.0,5.7,99.0,1.61,2.0,0,1
1680,621067.0,905.0,634.0,14.4,19.0,8.0,95.7,0.84,1.0,0,1
1681,877469.0,1750.0,307.0,24.0,5.0,3.2,92.3,1.54,2.0,0,1
1682,752645.0,1357.0,955.0,14.2,7.0,6.9,94.5,0.92,2.0,0,1
1683,491226.0,1419.0,507.0,58.2,67.0,8.4,94.6,0.81,2.0,0,1
1684,871014.0,2232.0,1332.0,38.2,10.0,11.9,88.4,1.5,2.0,0,1
1685,735333.0,2022.0,817.0,27.9,9.0,23.55,94.1,0.96,2.0,0,1
1686,790248.0,1040.0,580.0,24.0,22.0,1.6,97.4,1.71,2.0,0,1
1687,939866.0,2158.0,1084.0,9.0,41.0,3.0,96.7,1.66,2.0,0,1
1688,619451.0,912.0,277.0,7.0,5.0,4.5,96.3,1.82,2.0,0,1
1689,672130.0,781.0,200.0,16.8,3.0,0.5,94.5,0.65,2.0,0,1
1690,979568.0,2032.0,682.0,24.1,19.0,5.6,99.0,1.23,2.0,0,1
1691,1179027.0,3566.625,1143.0,22.5,4.0,17.2,98.1,1.82,2.0,0,1
1692,883539.0,1902.0,978.0,15.6,28.0,11.2,92.4,1.69,2.0,0,1
1693,981998.0,3207.0,1092.0,21.9,46.0,5.9,89.5,1.17,2.0,0,1
1694,871622.0,1821.0,561.0,22.7,28.0,3.6,93.9,0.76,2.0,0,1
1695,881290.0,2400.0,411.0,41.7,7.0,14.2,94.5,0.71,2.0,0,1
1696,970557.0,2741.0,803.0,19.0,11.0,14.8,94.6,1.49,2.0,0,1
1697,1136868.0,2287.0,1054.0,27.1,9.0,6.6,94.9,1.86,2.0,0,1
1698,743611.0,1211.0,617.0,11.1,16.0,0.6,89.1,1.31,2.0,0,1
1699,495220.0,1225.0,200.0,37.4,32.0,11.2,91.8,1.6,2.0,0,1
1700,746046.0,1678.0,481.0,29.2,18.0,9.0,94.5,1.78,2.0,0,1
1701,1047890.0,2937.0,952.0,65.3,42.0,10.2,91.5,1.2,2.0,0,1
1702,969418.0,2769.0,1486.0,37.7,5.0,2.8,93.0,1.18,2.0,0,1
1703,631104.0,1309.0,200.0,34.7,6.0,5.3,97.8,1.46,2.0,0,1
1704,518119.0,1578.0,863.0,58.1,43.0,5.7,88.3,1.55,2.0,0,1
1705,615516.0,1140.0,411.0,25.3,9.0,8.6,84.2,1.76,1.0,0,1
1706,546284.0,1072.0,200.0,3.8,16.0,16.1,88.7,1.9,2.0,0,1
1707,1123989.0,3420.0,1473.0,20.8,47.0,5.8,94.8,1.94,2.0,0,1
1708,711527.0,1792.0,536.0,36.1,74.5,13.2,93.3,1.12,2.0,0,1
1709,800714.0,1870.0,242.0,63.3,0.0,3.4,91.8,0.88,2.0,0,1
1710,470797.0,969.0,1015.0,40.0,2.0,8.3,97.9,1.29,1.0,0,1
1711,809187.0,1477.0,218.0,54.6,12.0,5.4,91.3,0.82,2.0,0,1
1712,665398.0,1820.0,249.0,14.2,11.0,21.2,88.5,1.8,2.0,0,1
1713,811572.0,1625.0,1294.0,48.7,74.5,4.1,97.1,1.42,2.0,0,1
1714,929639.0,1348.0,1156.0,13.2,5.0,2.5,95.8,0.84,2.0,0,1
1715,676828.0,1497.0,546.0,5.6,46.0,6.6,93.5,1.64,2.0,0,1
1716,881149.0,2077.0,303.0,35.7,5.0,11.1,94.6,1.68,2.0,0,1
1717,632034.0,1392.0,446.0,22.3,49.0,23.55,98.2,1.95,2.0,0,1
1718,544150.0,1620.0,387.0,52.6,21.0,3.2,96.5,2.01,2.0,0,1
1719,555226.0,1018.0,671.0,21.5,7.0,11.4,94.7,1.54,2.0,0,1
1720,562832.0,1685.0,972.0,60.8,31.0,23.55,90.3,1.11,2.0,0,1
1721,614083.0,1074.0,1067.0,35.1,62.0,0.5,95.5,1.81,2.0,0,1
1722,707080.0,1442.0,894.0,36.5,26.0,7.8,94.9,0.87,2.0,0,1
1723,1103375.0,2564.0,1257.0,7.0,2.0,10.5,89.5,1.1,2.0,0,1
1724,1187456.0,3566.625,1569.0,23.6,35.0,5.0,91.2,1.32,2.0,0,1
1725,683989.0,1491.0,310.0,9.0,48.0,5.1,88.6,1.7,2.0,0,1
1726,751304.0,1588.0,485.0,10.0,26.0,15.3,98.7,1.25,2.0,0,1
1727,707173.0,1318.0,409.0,22.6,57.0,0.9,89.0,1.32,2.0,0,1
1728,579100.0,1230.0,200.0,23.9,30.0,3.5,94.0,1.46,2.0,0,1
1729,804081.0,884.0,723.0,10.3,14.0,2.6,98.1,1.66,2.0,0,1
1730,747730.0,1758.0,563.0,20.7,16.0,6.0,99.0,1.02,2.0,0,1
1731,625964.0,1369.0,200.0,22.2,2.0,9.6,92.1,1.45,1.0,0,1
1732,850750.0,2426.0,835.0,54.4,34.0,4.2,91.5,1.0,2.0,0,1
1733,1033380.0,1963.0,546.0,8.5,2.0,3.0,90.1,0.68,2.0,0,1
1734,663932.0,1142.0,200.0,32.5,5.0,2.9,91.8,1.41,2.0,0,1
1735,674341.0,1549.0,392.0,18.9,15.0,16.0,90.6,1.28,1.0,0,1
1736,957980.0,2523.0,1257.0,7.1,0.0,11.7,90.2,1.2,2.0,0,1
1737,689792.0,1861.0,474.0,45.1,13.0,2.4,92.0,1.62,2.0,0,1
1738,1133583.0,3387.0,1477.0,21.0,22.0,0.6,94.1,0.93,2.0,0,1
1739,1016083.0,2661.0,435.0,7.1,24.0,9.7,95.0,1.21,2.0,0,1
1740,847958.0,2143.0,200.0,14.4,8.0,3.2,92.2,1.69,2.0,0,1
1741,801662.0,1764.0,437.0,55.4,5.0,0.5,99.0,1.98,2.0,0,1
1742,867989.0,1815.0,657.0,4.6,11.0,8.0,95.7,1.12,2.0,0,1
1743,604667.0,909.0,714.0,18.2,1.0,11.9,90.2,1.37,2.0,0,1
1744,638570.0,1482.0,826.0,25.2,9.0,23.55,95.1,1.74,2.0,0,1
1745,875719.0,2211.0,339.0,25.9,8.0,12.8,90.3,0.94,2.0,0,1
1746,891692.0,2521.0,1105.0,7.9,9.0,3.3,93.2,1.75,2.0,0,1
1747,729101.0,1443.0,403.0,40.1,12.0,5.0,94.1,1.59,2.0,0,1
1748,959014.0,2356.0,1241.0,32.2,11.0,0.9,96.8,1.77,2.0,0,1
1749,945375.0,2070.0,922.0,24.0,7.0,2.6,94.5,1.14,2.0,0,1
1750,900861.0,2369.0,1137.0,11.3,1.0,7.3,97.5,1.79,2.0,0,1
1751,742616.0,2312.0,490.0,5.4,2.0,6.9,91.0,1.57,1.0,0,1
1752,785815.0,1659.0,419.0,4.3,1.0,8.4,95.9,1.59,2.0,0,1
1753,953010.0,2884.0,895.0,28.7,1.0,1.5,91.0,1.24,2.0,0,1
1754,996234.0,2983.0,1083.0,73.6625,33.0,3.4,98.6,1.0,2.0,0,1
1755,870897.0,1820.0,905.0,11.8,14.0,2.1,96.0,1.31,2.0,0,1
1756,878422.0,2326.0,614.0,10.2,40.0,1.6,94.5,1.14,1.0,0,1
1757,773152.0,1615.0,1005.0,15.7,9.0,8.8,93.3,1.69,2.0,0,1
1758,680948.0,1117.0,613.0,24.6,2.0,4.6,88.8,0.53,2.0,0,1
1759,470927.0,1494.0,200.0,32.6,27.0,22.7,91.0,1.62,2.0,0,1
1760,929443.0,2145.0,515.0,41.4,54.0,4.0,90.6,1.11,2.0,0,1
1761,502602.0,1039.0,530.0,18.9,10.0,0.5,95.7,1.1,2.0,0,1
1762,622613.0,1299.0,473.0,17.7,9.0,4.1,94.9,1.38,2.0,0,1
1763,712352.0,1057.0,278.0,12.1,24.0,6.9,90.1,1.7,2.0,0,1
1764,649520.0,1202.0,200.0,41.4,4.0,0.7,95.3,1.48,2.0,0,1
1765,845152.0,1637.0,580.0,6.9,54.0,10.6,93.9,1.28,2.0,0,1
1766,754923.0,1783.0,883.0,15.7,8.0,9.4,95.9,1.83,2.0,0,1
1767,1076205.0,3081.0,974.0,22.1,27.0,1.9,88.9,0.8,2.0,0,1
1768,759933.0,1403.0,1081.0,69.5,5.0,0.5,94.5,2.02,2.0,0,1
1769,663603.0,1114.0,200.0,7.3,18.0,4.4,96.9,1.66,2.0,0,1
1770,837790.0,2720.0,1162.0,46.3,53.0,14.8,99.0,1.6,2.0,0,1
1771,931225.0,1704.0,417.0,4.1,0.0,9.1,97.7,1.41,2.0,0,1
1772,656831.0,1433.0,878.0,49.8,74.5,3.9,95.0,1.67,2.0,0,1
1773,378765.0,862.0,750.0,73.6625,74.5,10.7,92.0,1.97,2.0,0,1
1774,707116.0,930.0,410.0,34.3,6.0,7.5,96.2,1.17,2.0,0,1
1775,937748.0,2437.0,220.0,43.7,3.0,0.8,89.4,0.64,2.0,0,1
1776,1180772.0,3237.0,1409.0,15.9,12.0,2.4,88.3,1.93,2.0,0,1
1777,452844.0,1080.0,200.0,62.1,1.0,5.0,93.6,1.44,2.0,0,1
1778,862193.0,1760.0,1483.0,11.8,2.0,23.55,96.1,1.45,2.0,0,1
1779,618662.0,1100.0,570.0,42.6,9.0,0.5,98.6,1.76,2.0,0,1
1780,694538.0,1667.0,470.0,48.6,31.0,4.1,93.8,1.65,2.0,0,1
1781,701900.0,2037.0,720.0,27.4,32.0,4.2,93.1,1.37,2.0,0,1
1782,797964.0,1906.0,946.0,6.7,6.0,2.9,93.9,0.77,2.0,0,1
1783,565550.0,1291.0,413.0,36.4,74.5,18.1,91.9,1.44,2.0,0,1
1784,916251.0,2289.0,517.0,9.3,6.0,0.9,94.8,0.89,1.0,0,1
1785,896772.0,2215.0,407.0,11.0,32.0,8.0,90.5,1.24,2.0,0,1
1786,649360.0,1570.0,200.0,33.3,74.5,23.55,93.8,1.59,2.0,0,1
1787,591769.0,1496.0,696.0,65.1,20.0,23.55,92.4,1.23,2.0,0,1
1788,945745.0,2890.0,905.0,33.6,74.5,1.3,86.5,0.83,2.0,0,1
1789,782731.0,2006.0,1172.0,38.9,27.0,5.7,96.3,1.26,2.0,0,1
1790,1010211.0,2213.0,1394.0,6.4,8.0,3.3,89.3,2.31,2.0,0,1
1791,1008989.0,2904.0,814.0,3.6,37.0,1.4,90.1,0.94,2.0,0,1
1792,898892.0,2289.0,783.0,21.6,61.0,7.0,95.2,1.59,2.0,0,1
1793,711042.0,2333.0,1220.0,42.7,12.0,19.7,92.9,1.45,2.0,0,1
1794,425358.0,872.0,200.0,5.6,47.0,23.55,91.9,1.35,2.0,0,1
1795,697075.0,1335.0,520.0,11.0,62.0,13.6,98.5,1.81,2.0,0,1
1796,689880.0,1563.0,307.0,10.2,74.5,0.5,90.4,1.27,2.0,0,1
1797,681097.0,1980.0,570.0,35.6,34.0,6.9,96.1,1.49,1.0,0,1
1798,598468.0,1388.0,318.0,26.8,11.0,9.5,91.5,1.0,1.0,0,1
1799,653769.0,1651.0,756.0,32.8,20.0,23.55,95.4,1.83,2.0,0,1
1800,809569.0,1697.0,363.0,3.5,44.0,1.0,95.5,1.04,2.0,0,1
1801,888373.0,2223.0,505.0,15.8,32.0,1.2,94.4,0.96,2.0,0,1
1802,985704.0,2727.0,444.0,15.5,9.0,5.0,97.5,0.6,2.0,0,1
1803,690718.0,1397.0,396.0,29.0,1.0,2.4,98.7,1.09,2.0,0,1
1804,933035.0,2009.0,702.0,37.2,3.0,4.1,96.5,2.0,2.0,0,1
1805,755260.0,1827.0,768.0,51.3,11.0,11.4,89.7,1.14,2.0,0,1
1806,829155.0,2289.0,624.0,24.2,69.0,4.6,92.5,1.02,2.0,0,1
1807,550797.0,874.0,240.0,22.6,16.0,5.6,96.3,1.31,2.0,0,1
1808,755724.0,886.0,568.0,56.1,14.0,7.3,99.0,1.09,2.0,0,1
1809,825699.0,1749.0,200.0,9.6,17.0,11.4,94.1,1.72,2.0,0,1
1810,1047703.0,2546.0,762.0,33.0,10.0,9.2,90.9,1.14,2.0,0,1
1811,928604.0,2338.0,1458.0,47.8,6.0,2.5,93.8,1.46,2.0,0,1
1812,622280.0,1146.0,853.0,26.6,2.0,0.5,93.7,1.29,1.0,0,1
1813,862218.0,3102.0,719.0,48.0,38.0,1.3,99.0,1.41,2.0,0,1
1814,1199565.125,3566.625,1782.0,9.5,13.0,3.2,87.9,1.93,1.0,0,1
1815,546976.0,1216.0,809.0,61.6,74.5,0.6,85.7,1.37,2.0,0,1
1816,659816.0,1764.0,1254.0,52.3,34.0,15.8,90.4,1.32,2.0,0,1
1817,572462.0,1251.0,200.0,22.2,21.0,13.8,92.1,1.91,2.0,0,1
1818,941822.0,1961.0,1036.0,18.0,3.0,1.1,98.6,1.16,2.0,0,1
1819,505041.0,1645.0,593.0,43.8,17.0,20.0,94.0,1.36,1.0,0,1
1820,575516.0,1444.0,804.0,28.2,74.5,4.3,93.7,1.11,2.0,0,1
1821,843707.0,920.0,484.0,8.8,0.0,11.2,95.6,1.35,2.0,0,1
1822,775582.0,2315.0,479.0,68.5,74.5,14.6,93.6,1.37,2.0,0,1
1823,811148.0,2259.0,200.0,33.8,26.0,12.6,95.4,1.57,2.0,0,1
1824,658602.0,1467.0,873.0,36.0,16.0,5.5,94.3,1.23,2.0,0,1
1825,1199565.125,3566.625,1485.0,1.4,4.0,2.1,89.9,0.89,2.0,0,1
1826,637110.0,1710.0,797.0,25.0,43.0,23.55,90.1,1.34,2.0,0,1
1827,896431.0,2444.0,968.0,32.2,31.0,6.8,98.5,1.24,2.0,0,1
1828,783694.0,1919.0,568.0,26.2,72.0,15.8,91.3,1.31,2.0,0,1
1829,743828.0,2976.0,1198.0,35.3,17.0,5.5,88.4,1.76,2.0,0,1
1830,823451.0,1749.0,1144.0,7.3,49.0,1.9,99.0,1.22,1.0,0,1
1831,860909.0,2357.0,1267.0,29.7,45.0,7.7,89.5,1.97,2.0,0,1
1832,1199565.125,3566.625,1552.0,4.3,32.0,0.8,87.3,1.41,2.0,0,1
1833,825877.0,1776.0,832.0,24.1,3.0,12.8,89.0,1.69,2.0,0,1
1834,952621.0,2435.0,949.0,72.6,20.0,0.5,91.7,1.35,2.0,0,1
1835,779442.0,1790.0,1223.0,26.9,12.0,3.5,96.5,1.02,2.0,0,1
1836,554878.0,700.0,200.0,25.5,6.0,11.8,84.2,1.82,2.0,0,1
1837,885683.0,1554.0,1053.0,26.2,5.0,17.5,92.2,2.1,2.0,0,1
1838,651152.0,2112.0,569.0,55.7,56.0,18.8,93.8,1.42,2.0,0,1
1839,820185.0,2038.0,381.0,28.7,4.0,0.8,90.0,1.42,2.0,0,1
1840,727576.0,2125.0,623.0,50.2,0.0,11.6,88.2,2.03,2.0,0,1
1841,962300.0,2719.0,1243.0,37.2,21.0,5.3,89.4,1.98,2.0,0,1
1842,946077.0,2076.0,660.0,36.6,19.0,3.1,89.4,0.62,2.0,0,1
1843,554936.0,1112.0,291.0,6.4,9.0,15.2,90.9,1.6,2.0,0,1
1844,1199565.125,3566.625,1801.5,29.8,0.0,16.3,89.8,1.13,2.0,0,1
1845,870541.0,2320.0,837.0,14.1,18.0,0.5,95.4,1.59,1.0,0,1
1846,744014.0,1459.0,459.0,34.9,20.0,0.5,95.7,1.27,2.0,0,1
1847,606092.0,1537.0,256.0,24.3,21.0,16.2,93.5,1.15,2.0,0,1
1848,683568.0,1261.0,707.0,39.9,38.0,23.55,95.0,1.65,2.0,0,1
1849,1022982.0,2848.0,811.0,32.0,20.0,9.1,90.6,1.66,2.0,0,1
1850,1008464.0,2608.0,657.0,7.6,15.0,1.2,96.9,1.51,2.0,0,1
1851,803610.0,2352.0,1150.0,20.4,32.0,4.5,90.6,0.77,2.0,0,1
1852,837677.0,1837.0,697.0,28.5,8.0,5.6,86.7,1.85,2.0,0,1
1853,1092420.0,3566.625,1180.0,32.3,21.0,18.8,93.4,1.43,2.0,0,1
1854,535870.0,1362.0,572.0,15.1,18.0,7.5,91.8,2.06,2.0,0,1
1855,938551.0,2009.0,755.0,39.7,14.0,2.3,88.3,1.98,2.0,0,1
1856,877829.0,2099.0,916.0,18.0,14.0,3.0,94.5,1.66,2.0,0,1
1857,920707.0,2057.0,1038.0,32.5,0.0,4.1,90.6,1.51,2.0,0,1
1858,875971.0,2903.0,1265.0,30.7,42.0,13.7,88.0,2.07,2.0,0,1
1859,755454.0,1444.0,442.0,24.0,6.0,4.3,92.0,1.14,2.0,0,1
1860,984504.0,2201.0,979.0,28.6,48.0,4.8,94.1,1.59,2.0,0,1
1861,613809.0,1374.0,827.0,53.4,54.0,2.0,96.3,1.16,2.0,0,1
1862,1093959.0,2299.0,859.0,5.9,11.0,3.7,95.3,1.46,2.0,0,1
1863,830828.0,2601.0,1384.0,55.9,63.0,3.9,95.7,1.49,2.0,0,1
1864,798234.0,1862.0,618.0,21.4,26.0,2.3,92.8,1.43,2.0,0,1
1865,647203.0,2070.0,200.0,32.0,13.0,13.0,94.9,1.38,2.0,0,1
1866,765080.0,1787.0,200.0,21.0,8.0,2.4,89.0,1.02,2.0,0,1
1867,733302.0,1650.0,521.0,22.6,0.0,2.9,94.9,1.04,2.0,0,1
1868,664753.0,1549.0,554.0,29.8,19.0,5.0,93.8,1.48,2.0,0,1
1869,957852.0,2174.0,1121.0,41.9,19.0,0.5,94.0,1.8,2.0,0,1
1870,899664.0,1995.0,761.0,37.1,2.0,4.7,89.6,1.63,2.0,0,1
1871,780837.0,965.0,200.0,1.5,19.0,6.5,91.1,1.26,2.0,0,1
1872,951078.0,3046.0,463.0,34.0,0.0,20.5,86.3,1.04,2.0,0,1
1873,630704.0,1520.0,503.0,7.3,38.0,2.8,89.6,1.66,2.0,0,1
1874,796711.0,1647.0,957.0,45.2,74.5,5.9,90.3,0.85,2.0,0,1
1875,636301.0,1244.0,369.0,58.3,5.0,12.1,88.3,1.57,2.0,0,1
